user,userid,item,itemid,score_all
中国文学艺术基金会,109,中国少数民族文化艺术基金会,100,42.70000076
中国文学艺术基金会,109,中国民航科普基金会,109,27.70000076
中国残疾人福利基金会,111,上海市残疾人福利基金会,28,34
中国残疾人福利基金会,111,云南省残疾人福利基金会,150,55.90000153
中国残疾人福利基金会,111,内蒙古自治区残疾人福利基金会,178,57.09999847
中国残疾人福利基金会,111,北京市残疾人福利基金会,253,38.20000076
中国残疾人福利基金会,111,厦门残疾人福利基金会,353,45.40000153
中国残疾人福利基金会,111,吉林省残疾人福利基金会,369,72.69999695
中国残疾人福利基金会,111,哈尔滨市残疾人福利基金会,383,45.40000153
中国残疾人福利基金会,111,四川省残疾人福利基金会,402,64.30000305
中国残疾人福利基金会,111,大连市残疾人福利基金会,411,38.20000076
中国残疾人福利基金会,111,天津市残疾人福利基金会,420,50.79999924
中国残疾人福利基金会,111,宁夏回族自治区残疾人福利基金会,435,55
中国残疾人福利基金会,111,安徽省残疾人福利基金会,450,27.70000076
中国残疾人福利基金会,111,宝鸡市残疾人福利基金会,458,31.89999962
中国残疾人福利基金会,111,山东省残疾人福利基金会,470,43.29999924
中国残疾人福利基金会,111,山西省残疾人福利基金会,481,58.90000153
中国残疾人福利基金会,111,广东省残疾人公益基金会,529,46.59999847
中国残疾人福利基金会,111,广西残疾人福利基金会,574,48.70000076
中国残疾人福利基金会,111,延安市残疾人福利基金会,580,31.89999962
中国残疾人福利基金会,111,成都市残疾人福利基金会,595,26.79999924
中国残疾人福利基金会,111,新疆生产建设兵团残疾人福利基金会,609,26.79999924
中国残疾人福利基金会,111,新疆维吾尔自治区残疾人福利基金会,612,58
中国残疾人福利基金会,111,武汉市残疾人福利基金会,648,55.90000153
中国残疾人福利基金会,111,江苏省残疾人福利基金会,669,37
中国残疾人福利基金会,111,江西省残疾人福利基金会,681,58
中国残疾人福利基金会,111,河北省残疾人福利基金会,691,68.19999695
中国残疾人福利基金会,111,河北省邢台残疾人福利基金会,695,26.79999924
中国残疾人福利基金会,111,河南省残疾人福利基金会,710,72.69999695
中国残疾人福利基金会,111,济南市残疾人福利基金会,723,40.29999924
中国残疾人福利基金会,111,浙江省残疾人福利基金会,743,43.29999924
中国残疾人福利基金会,111,海南省残疾人基金会,754,39.09999847
中国残疾人福利基金会,111,湖南省残疾人福利基金会,836,38.20000076
中国残疾人福利基金会,111,甘肃省残疾人福利基金会,861,60.09999847
中国残疾人福利基金会,111,福建省残疾人福利基金会,885,31.89999962
中国残疾人福利基金会,111,西藏自治区残疾人福利基金会,920,26.79999924
中国残疾人福利基金会,111,贵州省残疾人福利基金会,930,69.69999695
中国残疾人福利基金会,111,辽宁省残疾人福利基金会,950,44.5
中国残疾人福利基金会,111,都江堰友爱教育基金会,967,33.09999847
中国残疾人福利基金会,111,重庆市残疾人福利基金会,980,50.5
中国残疾人福利基金会,111,长春市残疾人福利基金会,992,42.40000153
中国残疾人福利基金会,111,陕西省残疾人福利基金会,1011,79
中国残疾人福利基金会,111,青岛市残疾人福利基金会,1028,50.79999924
中国残疾人福利基金会,111,青海省残疾人福利基金会,1033,40.29999924
中国残疾人福利基金会,111,黑龙江省残疾人福利基金会,1058,70.59999847
中国民航科普基金会,112,西藏高山文化发展基金会,922,27.70000076
中国法律援助基金会,114,云南省法律援助基金会,151,30.70000076
中国法律援助基金会,114,武汉市法律援助基金会,649,30.70000076
中国法律援助基金会,114,重庆市法律援助基金会,982,34.90000153
中国海油海洋环境与生态保护公益基金会,115,中国儿童少年基金会,83,27.70000076
中国海油海洋环境与生态保护公益基金会,115,宁夏回族自治区扶贫基金会,434,47.79999924
中国海油海洋环境与生态保护公益基金会,115,广东省环境保护基金会,532,27.70000076
中国海油海洋环境与生态保护公益基金会,115,江西省青少年发展基金会,682,27.70000076
中国电影基金会,116,北京成龙慈善基金会,272,55.90000153
中国留学人才发展基金会,117,北京交通大学教育基金会,204,51.70000076
中国留学人才发展基金会,117,广州市时代地产公益基金会,558,68.5
中国社会福利基金会,118,上海仁德基金会,5,27.70000076
中国社会福利基金会,118,中华少年儿童慈善救助基金会,69,36.70000076
中国社会福利基金会,118,中国艺术节基金会,123,29.79999924
中国社会福利基金会,118,北京感恩公益基金会,268,30.70000076
中国社会福利基金会,118,北京春苗儿童救助基金会,277,40.90000153
中国社会福利基金会,118,北京瑞普华老年救助基金会,292,24.70000076
中国社会福利基金会,118,北京绿色阳光环保公益基金会,302,24.70000076
中国社会福利基金会,118,深圳市社会公益基金会,790,33.70000076
中国社会福利基金会,118,深圳市龙越慈善基金会,801,37.90000153
中国社会福利基金会,118,湖南省志愿服务基金会,831,28.89999962
中国社会福利基金会,118,贵州省青年志愿服务基金会,938,26.79999924
中国禁毒基金会,119,贵州省禁毒基金会,932,27.70000076
中国移动慈善基金会,120,中国教育发展基金会,104,78.09999847
中国红十字基金会,121,传媒大学教育基金会,157,24.70000076
中国红十字基金会,121,辽宁省红十字基金会,953,38.79999924
中国红十字基金会,121,重庆市儿童医疗救助基金会,973,43.29999924
中国红十字基金会,121,陕西省红十字基金会,1012,35.79999924
中国经济改革研究基金会,122,北京中改创新人才发展基金会,198,42.70000076
中国绿化基金会,123,北京绿色阳光环保公益基金会,302,24.70000076
中国绿化基金会,123,武汉白鱀豚保护基金会,655,24.70000076
中国老龄事业发展基金会,125,山东省老龄事业发展基金会,471,27.70000076
中国老龄事业发展基金会,125,湖南省老龄事业发展基金会,843,35.79999924
中国老龄事业发展基金会,125,青海省雪域仁济慈善基金会,1036,39.70000076
中国肝炎防治基金会,126,上海市慈善基金会,24,30.70000076
中国肝炎防治基金会,126,吴阶平医学基金会,377,35.79999924
中国西部人才开发基金会,127,北京大学教育基金会,228,33.70000076
中国西部人才开发基金会,127,北京师范大学教育基金会,261,47.79999924
中国西部人才开发基金会,127,浙江大学教育基金会,731,38.79999924
中国金融教育发展基金会,128,中国光华科技基金会,84,50.79999924
中国金融教育发展基金会,128,中国青年创业就业基金会,127,42.70000076
中国青少年发展基金会,129,上海市青少年发展基金会,32,24.70000076
中国青少年发展基金会,129,上海杉树公益基金会,40,24.70000076
中国青少年发展基金会,129,中国华文教育基金会,91,36.70000076
中国青少年发展基金会,129,中国禁毒基金会,115,36.70000076
中国青少年发展基金会,129,云南省青少年发展基金会,154,48.09999847
中国青少年发展基金会,129,内蒙古民萌北方生态研究基金会,171,23.20000076
中国青少年发展基金会,129,内蒙古自治区青少年发展基金会,179,40
中国青少年发展基金会,129,北京感恩公益基金会,268,26.79999924
中国青少年发展基金会,129,北京新阳光慈善基金会,274,32.79999924
中国青少年发展基金会,129,北京蓝蝶公益基金会,313,29.79999924
中国青少年发展基金会,129,南都公益基金会,347,33.70000076
中国青少年发展基金会,129,吉林省青少年发展基金会,372,37.90000153
中国青少年发展基金会,129,四川广安中学教育发展基金会,390,23.20000076
中国青少年发展基金会,129,四川省青少年发展基金会,405,47.20000076
中国青少年发展基金会,129,天津市青少年发展基金会,422,33.09999847
中国青少年发展基金会,129,宁夏青少年发展基金会,438,41.20000076
中国青少年发展基金会,129,安徽省青少年发展基金会,453,42.09999847
中国青少年发展基金会,129,山东省青少年发展基金会,473,42.09999847
中国青少年发展基金会,129,山西省青少年发展基金会,482,32.79999924
中国青少年发展基金会,129,新疆生产建设兵团青少年发展基金会,610,29.79999924
中国青少年发展基金会,129,新疆维吾尔自治区青少年发展基金会,615,40
中国青少年发展基金会,129,江西省青少年发展基金会,682,42.09999847
中国青少年发展基金会,129,河南省青少年发展基金会,713,35.79999924
中国青少年发展基金会,129,浙江省青少年发展基金会,747,39.09999847
中国青少年发展基金会,129,深圳市青少年发展基金会,800,24.70000076
中国青少年发展基金会,129,湖北省青少年发展基金会,817,45.09999847
中国青少年发展基金会,129,湖南省青少年发展基金会,850,40.90000153
中国青少年发展基金会,129,甘肃省青少年发展基金会,864,36.70000076
中国青少年发展基金会,129,西藏青少年发展基金会,921,26.79999924
中国青少年发展基金会,129,贵州省青年创业就业基金会,937,27.70000076
中国青少年发展基金会,129,辽宁省青少年发展基金会,957,44.20000076
中国青少年发展基金会,129,重庆市青少年发展基金会,985,37
中国青少年发展基金会,129,陕西省青少年发展基金会,1015,35.79999924
中国青少年发展基金会,129,青海省青少年发展基金会,1037,38.79999924
中国青少年发展基金会,129,黑龙江省青少年发展基金会,1059,43
中国青年创业就业基金会,130,云南省青年创业就业基金会,155,52.29999924
中国青年创业就业基金会,130,内蒙古青年创业就业基金会,182,36.70000076
中国青年创业就业基金会,130,吉林省青年创业就业基金会,373,43
中国青年创业就业基金会,130,四川省青年创业就业基金会,406,43
中国青年创业就业基金会,130,宁夏青年创业就业基金会,439,42.70000076
中国青年创业就业基金会,130,山东省青年创业就业基金会,474,29.79999924
中国青年创业就业基金会,130,山西省创业就业基金会,478,39.70000076
中国青年创业就业基金会,130,广东省千禾社区公益基金会,501,30.70000076
中国青年创业就业基金会,130,新疆生产建设兵团青年创业增收基金会,611,33.70000076
中国青年创业就业基金会,130,新疆青年创业就业基金会,616,46
中国青年创业就业基金会,130,河北省青年就业创业基金会,697,43
中国青年创业就业基金会,130,河南省青年创业就业基金会,714,40.90000153
中国青年创业就业基金会,130,湖北省青年创业就业基金会,818,42.09999847
中国青年创业就业基金会,130,湖南青年创业就业基金会,853,42.09999847
中国青年创业就业基金会,130,贵州省青年创业就业基金会,937,43
中国青年创业就业基金会,130,辽宁省青年创业基金会,958,24.70000076
中国青年创业就业基金会,130,重庆市青年创新创业基金会,986,32.79999924
中国青年创业就业基金会,130,长春师范大学教育基金会,994,23.20000076
中国青年创业就业基金会,130,陕西省青年创业就业基金会,1016,33.70000076
中国青年创业就业基金会,130,青海省青年创业就业基金会,1038,36.70000076
中国青年创业就业基金会,130,黑龙江省青年创业就业基金会,1060,40
中天爱心慈善基金会,132,浙江省扶贫基金会,741,48.70000076
中社社会工作发展基金会,133,上海真爱梦想公益基金会,47,38.79999924
中社社会工作发展基金会,133,中国儿童少年基金会,83,38.79999924
中社社会工作发展基金会,133,中国扶贫基金会,102,33.70000076
中社社会工作发展基金会,133,中国社会福利基金会,114,27.70000076
中社社会工作发展基金会,133,中国金融教育发展基金会,125,36.70000076
中社社会工作发展基金会,133,北京师范大学教育基金会,261,38.79999924
中社社会工作发展基金会,133,北京达理公益基金会,316,42.70000076
中社社会工作发展基金会,133,天津市华夏器官移植救助基金会,418,39.70000076
中社社会工作发展基金会,133,清华大学教育基金会,802,48.70000076
中社社会工作发展基金会,133,雅安市教育基金会,1023,36.70000076
中脉公益基金会,136,云南省关心下一代基金会,146,27.70000076
中脉公益基金会,136,北京阳光未来艺术教育基金会,317,39.70000076
中远海运慈善基金会,137,上海海事大学教育发展基金会,42,24.70000076
中远海运慈善基金会,137,成都市教育基金会,594,38.79999924
中远海运慈善基金会,137,武汉理工大学教育发展基金会,654,28.89999962
丹东市双灵慈善基金会,139,丹东市公安民警救助基金会,132,45.70000076
云南大益爱心基金会,145,东莞市东莞理工学院教育发展基金会,62,27.70000076
云南大益爱心基金会,145,云南省青年创业就业基金会,155,36.70000076
云南大益爱心基金会,145,北京第二外国语学院教育发展基金会,300,27.70000076
云南大益爱心基金会,145,山东大学教育基金会,462,30.70000076
云南大益爱心基金会,145,广东省顺德职业技术学院教育发展基金会,547,24.70000076
云南大益爱心基金会,145,广西师范大学教育发展基金会,571,29.79999924
云南大益爱心基金会,145,浙江大学宁波理工学院教育发展基金会,730,29.79999924
云南大益爱心基金会,145,湖北大学教育发展基金会,806,31.89999962
云南振英润云公益基金会,146,云南民族文化发展基金会,144,51.70000076
云南状元文化公益基金会,148,云南同行公益基金会,140,42.70000076
云南省俊发教育扶贫基金会,149,广东省麦田教育基金会,549,39.70000076
云南省温暖工程慈善基金会,150,云南省普洱市教育基金会,149,39.70000076
云南省青少年发展基金会,151,云南君仁博爱基金会,141,27.70000076
亨通慈善基金会,155,中国光彩事业基金会,85,47.79999924
亨通慈善基金会,155,中国妇女发展基金会,98,33.70000076
亨通慈善基金会,155,中国社会福利基金会,114,44.79999924
亨通慈善基金会,155,江苏光彩事业基金会,659,38.79999924
亨通慈善基金会,155,江苏省法律援助基金会,670,42.70000076
亨通慈善基金会,155,江苏省美德基金会,671,44.79999924
人保慈善基金会,156,中华健康快车基金会,65,33.70000076
人保慈善基金会,156,中国妇女发展基金会,98,52.90000153
人保慈善基金会,156,中国青少年发展基金会,126,42.70000076
人保慈善基金会,156,北京圆明园遗址保护基金会,225,42.70000076
亿利公益基金会,157,中国光彩事业基金会,85,55
亿利公益基金会,157,中国绿化基金会,118,45.70000076
余彭年慈善基金会,158,上海交通大学教育发展基金会,4,39.70000076
余彭年慈善基金会,158,上海复旦大学教育发展基金会,12,39.70000076
余彭年慈善基金会,158,北京大学教育基金会,228,39.70000076
余彭年慈善基金会,158,南京大学教育发展基金会,331,39.70000076
余彭年慈善基金会,158,天津南开大学教育基金会,414,39.70000076
余彭年慈善基金会,158,深圳市南方科技大学教育基金会,774,39.70000076
内蒙古乌拉特后旗盛安爱心济困基金会,164,中国红十字基金会,117,42.70000076
内蒙古云曙碧公益事业基金会,165,兴安盟人民教育基金会,163,52
内蒙古云曙碧公益事业基金会,165,巴彦淖尔市人民教育基金会,484,47.79999924
内蒙古民族青年文化艺术基金会,166,北京市企业家环保基金会,243,47.79999924
内蒙古西蒙公益基金会,167,内蒙古自治区青少年发展基金会,179,30.70000076
内蒙古隆扬特殊教育基金会,168,内蒙古隆扬特殊教育基金会,181,50.79999924
凉山州关心下一代基金会,169,西昌市关心下一代基金会,917,39.70000076
凯风公益基金会,170,华民慈善基金会,325,27.70000076
凯风公益基金会,170,清华大学教育基金会,802,46.90000153
凯风公益基金会,170,陕西纯山教育基金会,1018,24.70000076
包商银行公益基金会,172,内蒙古光彩事业基金会,166,48.70000076
包商银行公益基金会,172,包头市扶贫基金会,187,27.70000076
包商银行公益基金会,172,北京大学教育基金会,228,51.70000076
包商银行公益基金会,172,友成企业家扶贫基金会,354,39.70000076
北京SMC教育基金会,174,上海交通大学教育发展基金会,4,40.90000153
北京SMC教育基金会,174,北京理工大学教育基金会,291,35.79999924
北京SMC教育基金会,174,北京航空航天大学教育基金会,307,35.79999924
北京SMC教育基金会,174,南京理工大学教育发展基金会,339,35.79999924
北京SMC教育基金会,174,哈尔滨工业大学教育发展基金会,380,35.79999924
北京SMC教育基金会,174,河北省燕山大学教育基金会,692,32.79999924
北京SMC教育基金会,174,西安交通大学教育基金会,916,35.79999924
北京SMC教育基金会,174,辽宁省大连海事大学教育发展基金会,944,37.90000153
北京万通公益基金会,175,上海阎宝航社会公益基金会,54,48.70000076
北京三一公益基金会,176,长沙县教育基金会,996,45.70000076
北京世纪慈善基金会,177,上海交通大学教育发展基金会,4,39.70000076
北京世纪慈善基金会,177,上海财经大学教育发展基金会,53,39.70000076
北京世纪慈善基金会,177,北京宏信公益基金会,232,51.70000076
北京世纪慈善基金会,177,南京大学教育发展基金会,331,39.70000076
北京世纪慈善基金会,177,厦门大学教育发展基金会,351,39.70000076
北京世纪慈善基金会,177,四川省光华教育发展基金会,394,39.70000076
北京世纪慈善基金会,177,天津南开大学教育基金会,414,39.70000076
北京世纪慈善基金会,177,天津大学北洋教育发展基金会,415,39.70000076
北京世纪慈善基金会,177,扬州大学教育发展基金会,600,39.70000076
北京中伦公益基金会,178,北京市企业家环保基金会,243,39.70000076
北京中伦公益基金会,178,武汉大学姚梅镇法学基金会,644,30.70000076
北京中伦公益基金会,178,辽宁爱之光防盲基金会,942,33.70000076
北京中国国家博物馆事业发展基金会,179,北京大学教育基金会,228,39.70000076
北京中央音乐学院教育基金会,180,北京中央音乐学院教育基金会,197,48.70000076
北京中艺艺术基金会,181,北京国际音乐节艺术基金会,224,45.70000076
北京中金公益基金会,182,中国发展研究基金会,93,51.70000076
北京中间艺术基金会,183,北京文化发展基金会,273,51.70000076
北京京东公益基金会,184,上海中欧国际工商学院教育发展基金会,2,51.70000076
北京京东公益基金会,184,北京市中国人民大学教育基金会,239,51.70000076
北京京华公益事业基金会,185,北京市残疾人福利基金会,253,45.70000076
北京京安公益基金会,186,北京中国政法大学教育基金会,191,45.70000076
北京亿方公益基金会,187,爱佑慈善基金会,857,33.70000076
北京修远经济与社会研究基金会,188,广东省国强公益基金会,511,51.70000076
北京修远经济与社会研究基金会,188,浙江敦和慈善基金会,733,51.70000076
北京光华慈善基金会,189,北京光华慈善基金会,210,53.79999924
北京光彩公益基金会,190,中国光彩事业基金会,85,42.70000076
北京光彩公益基金会,190,北京交通大学教育基金会,204,33.70000076
北京光彩公益基金会,190,北京成长教育发展基金会,271,36.70000076
北京光彩公益基金会,190,首都师范大学教育基金会,1043,45.70000076
北京兴大助学基金会,191,中央财经大学教育基金会,130,38.79999924
北京兴大助学基金会,191,清华大学教育基金会,802,41.79999924
北京凌盛爱心公益基金会,192,北京对外经济贸易大学教育基金会,233,51.70000076
北京利星行慈善基金会,193,中国儿童少年基金会,83,39.70000076
北京华亚艺术基金会,194,中国听力医学发展基金会,94,51.70000076
北京华彬文化基金会,196,北京中央美术学院教育发展基金会,196,39.70000076
北京华彬文化基金会,196,北京市戏曲艺术发展基金会,251,32.79999924
北京启行青年发展基金会,199,中国青少年发展基金会,126,45.70000076
北京国珍爱心基金会,200,中国西部人才开发基金会,124,51.70000076
北京国珍爱心基金会,200,中国青少年发展基金会,126,51.70000076
北京大学教育基金会,201,北京协和医学院教育基金会,215,24.70000076
北京太阳谷慈善基金会,202,深圳壹基金公益基金会,764,35.79999924
北京妇女儿童发展基金会,203,中国妇女发展基金会,98,50.79999924
北京妇女儿童发展基金会,203,首都见义勇为基金会,1045,42.70000076
北京妈祖仁爱慈善基金会,204,北京京华公益事业基金会,205,50.79999924
北京宏信公益基金会,205,四川省光华教育发展基金会,394,39.70000076
北京尚善公益基金会,207,中国社会福利基金会,114,42.70000076
北京尚善公益基金会,207,北京中央戏剧学院教育发展基金会,194,52.90000153
北京尚善公益基金会,207,北京大学教育基金会,228,49.90000153
北京尚善公益基金会,207,北京师范大学教育基金会,261,49.90000153
北京巧女公益基金会,208,北京市中国人民大学教育基金会,239,51.70000076
北京巧女公益基金会,208,北京林业大学教育基金会,280,53.79999924
北京巧女公益基金会,208,深圳市亚太国际公益教育基金会,769,53.79999924
北京市企业家环保基金会,210,云南省绿色环境发展基金会,152,39.70000076
北京市企业家环保基金会,210,云南省青少年发展基金会,154,39.70000076
北京市企业家环保基金会,210,北京彩虹公益基金会,264,51.70000076
北京市企业家环保基金会,210,北京自然之友公益基金会,306,44.79999924
北京市企业家环保基金会,210,广东省希贤教育基金会,516,41.79999924
北京市企业家环保基金会,210,广东省绿芽乡村妇女发展基金会,537,38.79999924
北京市企业家环保基金会,210,深圳市红树林湿地保护基金会,792,52.90000153
北京市刘光鼎地球物理科学基金会,211,中国地质大学（武汉）教育发展基金会,97,42.70000076
北京市华夏人慈善基金会,212,上海真爱梦想公益基金会,47,39.70000076
北京市华夏人慈善基金会,212,中国红十字基金会,117,36.70000076
北京市华夏人慈善基金会,212,中国青少年发展基金会,126,24.70000076
北京市华夏人慈善基金会,212,马鞍山二中教育基金会,1047,30.70000076
北京市博士爱心基金会,214,清华大学教育基金会,802,48.70000076
北京市壹嘉壹慈善基金会,215,四川省关心下一代基金会,395,48.70000076
北京市戏曲艺术发展基金会,216,北京戏曲艺术教育基金会,270,27.70000076
北京市搜候中国城市文化基金会,217,北京乐平公益基金会,201,38.79999924
北京市搜候中国城市文化基金会,217,深圳壹基金公益基金会,764,51.70000076
北京市永源公益基金会,218,中华社会救助基金会,73,48.70000076
北京市永源公益基金会,218,传媒大学教育基金会,157,55.90000153
北京市红十字基金会,219,北京怡海公益基金会,267,32.79999924
北京市红十字基金会,219,陕西省红十字基金会,1012,50.79999924
北京市西部阳光农村发展基金会,220,北京自然之友公益基金会,306,39.70000076
北京市金杜公益基金会,221,中华见义勇为基金会,75,36.70000076
北京市金杜公益基金会,221,北京对外经济贸易大学教育基金会,233,51.70000076
北京市金杜公益基金会,221,北京市法律援助基金会,255,42.70000076
北京市银杏公益基金会,222,广东省麦田教育基金会,549,33.70000076
北京市长江科技扶贫基金会,223,中华少年儿童慈善救助基金会,69,30.70000076
北京市长江科技扶贫基金会,223,北京市希望公益基金会,248,55.90000153
北京市长江科技扶贫基金会,223,北京永真公益基金会,287,38.79999924
北京市长江科技扶贫基金会,223,河南省儿童希望救助基金会,701,33.70000076
北京市长江科技扶贫基金会,223,深圳市慈缘慈善基金会,781,47.79999924
北京市阳光保险爱心基金会,224,广东省财新公益基金会,542,42.70000076
北京市阳光保险爱心基金会,224,清华大学教育基金会,802,51.70000076
北京市鸿儒金融教育基金会,225,中国金融教育发展基金会,125,34.90000153
北京市鸿儒金融教育基金会,225,四川省光华教育发展基金会,394,39.70000076
北京市鸿儒金融教育基金会,225,清华大学教育基金会,802,51.09999847
北京弘毅慈善基金会,227,南京大学教育发展基金会,331,51.70000076
北京德恒公益基金会,228,北京中国青年政治学院教育基金会,193,42.70000076
北京志远功臣关爱基金会,229,北京市公安民警抚助基金会,246,50.79999924
北京怡海公益基金会,230,中国华侨公益基金会,89,53.79999924
北京怡海公益基金会,230,中国教育发展基金会,104,48.70000076
北京感恩公益基金会,231,北京厚德善行慈善基金会,217,48.70000076
北京文化发展基金会,234,北京中间艺术基金会,199,48.70000076
北京新阳光慈善基金会,235,北京球爱的天空慈善基金会,290,45.70000076
北京智慧城市公益基金会,236,北京萤火虫爱心公益基金会,312,36.70000076
