user,userid,item,itemid,score_all
广东省谢汉才慈善基金会,446,广东省谢汉才慈善基金会,541,48.70000076
广东省豪爵慈善基金会,447,江门市五邑侨乡文化基金会,685,42.70000076
广东省金秋慈善基金会,448,梅州市希望教育基金会,641,51.70000076
广东省雁洋公益基金会,450,梅州市希望教育基金会,641,39.70000076
广东省雅居乐公益基金会,451,辽宁省辽宁大学教育基金会,954,36.70000076
广东省青少年发展基金会,452,广东省华南师大附中教育基金会,505,36.70000076
广东省顺丰慈善基金会,453,长安大学教育基金会,989,42.70000076
广东省骏安慈善基金会,455,广东省骏安慈善基金会,548,46.90000153
广元市教育基金会,458,剑阁县教育基金会,186,52.90000153
广州农商银行太阳公益基金会,459,广州市禁毒基金会,561,53.79999924
广州市南山自然科学学术交流基金会,460,广州市合力科普基金会,555,61.59999847
广州市合力科普基金会,461,广州市南山自然科学学术交流基金会,553,39.70000076
广州市教育基金会,462,广州市番禺区教育基金会,560,27.70000076
广州市时代地产公益基金会,463,广东省华南师范大学教育发展基金会,506,51.70000076
广州市时代地产公益基金会,463,广东省执信教育发展基金会,523,48.70000076
广州市时代地产公益基金会,463,广州市青少年发展基金会,565,48.70000076
广州市春雨助学基金会,464,广州市从化区教育基金会,552,36.70000076
广州市春雨助学基金会,464,广州市教育基金会,557,47.79999924
广州市老龄事业发展基金会,465,广东省佛教协会慈善基金会,496,48.70000076
广州市老龄事业发展基金会,465,广东省明德幸福文化教育基金会,526,24.70000076
广州欧初文化教育基金会,467,四川仁爱医疗基金会,386,45.70000076
广西吕贻标爱心基金会,468,中国华侨公益基金会,89,27.70000076
广西国海扶贫助学基金会,469,广西青少年发展基金会,579,55
广西大学教育发展基金会,470,河海大学教育发展基金会,715,24.70000076
广西李宁基金会,472,广西李宁基金会,573,55.90000153
广西桂嘉汇青少年儿童救助基金会,473,广西红十字基金会,577,48.70000076
广西桂嘉汇青少年儿童救助基金会,473,广西青少年发展基金会,579,45.70000076
广西浩德慈善基金会,474,南宁市教育基金会,342,51.70000076
广西荣和爱心基金会,475,广西青少年发展基金会,579,48.70000076
广西青少年发展基金会,476,广西民族大学教育基金会,575,45.70000076
张家港市永联为民基金会,480,中国扶贫基金会,102,33.70000076
徐州市见义勇为基金会,485,徐州市泉山区见义勇为基金会,585,33.70000076
心和公益基金会,487,北京天使妈妈慈善基金会,229,47.79999924
心和公益基金会,487,北京市中国人民大学教育基金会,239,52.90000153
心和公益基金会,487,北京水源保护基金会,286,36.70000076
心和公益基金会,487,无锡灵山慈善基金会,619,42.70000076
心和公益基金会,487,江苏昌明教育基金会,663,46
心和公益基金会,487,浙江大学教育基金会,731,59.20000076
心和公益基金会,487,深圳市慈缘慈善基金会,781,36.70000076
思利及人公益基金会,488,上海市儿童基金会,16,35.79999924
思利及人公益基金会,488,中国公安民警英烈基金会,86,51.70000076
慈济慈善事业基金会,491,广东省广州中医药大学教育发展基金会,519,34
慈济慈善事业基金会,491,江苏省儿童少年福利基金会,665,43
慈溪市人民教育基金会,492,余姚市人民教育基金会,158,36.70000076
成都大熊猫繁育研究基金会,493,成都大熊猫繁育研究基金会,592,48.70000076
扬州市教育发展基金会,495,江苏省扬州中学教育发展基金会,667,44.79999924
扬州市残疾人福利基金会,496,仪征市残疾人福利基金会,156,36.70000076
抚顺市公安民警救助基金会,497,辽宁省公安民警英烈救助基金会,943,42.70000076
招商局慈善基金会,498,上海真爱梦想公益基金会,47,47.79999924
招商局慈善基金会,498,武汉理工大学教育发展基金会,654,30.70000076
招商局慈善基金会,498,江苏海事职业技术学院教育发展基金会,664,30.70000076
招商局慈善基金会,498,江苏科技大学教育发展基金会,673,30.70000076
招商局慈善基金会,498,爱佑慈善基金会,857,45.70000076
新奥公益慈善基金会,502,上海同济大学教育发展基金会,11,45.70000076
新奥公益慈善基金会,502,东莞市残疾人福利基金会,63,45.70000076
新奥公益慈善基金会,502,中国少数民族文化艺术基金会,100,45.70000076
新奥公益慈善基金会,502,中国教育发展基金会,104,51.70000076
新奥公益慈善基金会,502,北京中国石油大学教育基金会,192,44.79999924
新奥公益慈善基金会,502,北京中央美术学院教育发展基金会,196,48.70000076
新奥公益慈善基金会,502,北京市中国人民大学教育基金会,239,53.79999924
新奥公益慈善基金会,502,北京曹雪芹文化发展基金会,279,51.70000076
新奥公益慈善基金会,502,哈尔滨工业大学教育发展基金会,380,42.70000076
新奥公益慈善基金会,502,河北省青少年发展基金会,696,44.79999924
新奥公益慈善基金会,502,湖南省文化艺术基金会,833,51.70000076
新疆溢达杨元龙教育基金会,504,中国农业大学教育基金会,87,52.90000153
新疆维吾尔自治区新勇教育基金会,505,新疆农业大学教育发展基金会,607,45.70000076
新疆维吾尔自治区新勇教育基金会,505,陕西师范大学教育基金会,1008,47.79999924
无锡太湖文化发展基金会,506,中华社会救助基金会,73,39.70000076
无锡灵山慈善基金会,507,心和公益基金会,589,51.70000076
无锡灵山慈善基金会,507,都江堰友爱教育基金会,967,42.70000076
昆山市党员关爱暨帮扶困难群众基金会,508,昆山市慈善基金会,621,42.70000076
昆山市党员关爱暨帮扶困难群众基金会,508,昆山祥和帮困基金会,622,35.79999924
昆山市慈善基金会,509,苏州市青少年发展基金会,909,27.70000076
昆山昱庭公益基金会,510,昆山市慈善基金会,621,51.70000076
晋江市安海教育发展基金会,511,晋江市安海中心小学种胜教育基金会,626,51.70000076
晋江市青阳教育发展基金会,512,晋江市侨声中学教育发展基金会,625,35.79999924
本溪市公安民警救助基金会,515,辽宁省公安民警英烈救助基金会,943,42.70000076
杭州云林公益基金会,519,浙江中国计量学院教育基金会,725,48.70000076
杭州市关爱孤儿基金会,520,杭州市残疾人福利基金会,633,48.70000076
杭州市温商慈善基金会,521,杭州市公羊会公益基金会,631,42.70000076
杭州市温商慈善基金会,521,浙江中国计量学院教育基金会,725,44.79999924
杭州市老龄事业发展基金会,522,建德市老龄事业发展基金会,582,30.70000076
杭州市老龄事业发展基金会,522,杭州市余杭区老年基金会,630,33.70000076
杭州市老龄事业发展基金会,522,杭州市萧山区老年基金会,635,33.70000076
杭州市老龄事业发展基金会,522,桐庐县老龄事业发展基金会,640,33.70000076
杭州市送温暖工程基金会,523,杭州市关爱孤儿基金会,632,46.90000153
杭州市送温暖工程基金会,523,杭州市老龄事业发展基金会,634,41.79999924
桃源居公益事业发展基金会,525,上海洋泾社区公益基金会,41,27.70000076
桃源居公益事业发展基金会,525,中国妇女发展基金会,98,49.90000153
桃源居公益事业发展基金会,525,北京市思诚朝阳门社区基金会,249,42.70000076
桃源居公益事业发展基金会,525,深圳市宝安区海裕社区基金会,778,39.70000076
桃源居公益事业发展基金会,525,深圳市郑卫宁慈善基金会,798,36.70000076
桃源居公益事业发展基金会,525,重庆市民泰社区公益事业发展基金会,981,42.70000076
榆林学院教育发展基金会,526,榆林学院教育发展基金会,642,47.79999924
欧美同学基金会,527,陕西省公安民警英烈基金会,1009,51.70000076
武汉善之源公益基金会,528,武汉市社会组织发展基金会,650,39.70000076
武汉大学教育发展基金会,529,武汉大学姚梅镇法学基金会,644,39.70000076
武汉大学马克昌法学基金会,530,北京师范大学教育基金会,261,48.70000076
武汉大学马克昌法学基金会,530,武汉大学教育发展基金会,645,47.79999924
武汉市法律援助基金会,531,中国法律援助基金会,110,45.70000076
武汉市石门峰慈善基金会,532,武汉市社会组织发展基金会,650,36.70000076
武汉市青少年发展基金会,534,湖北省青少年发展基金会,817,42.70000076
武汉市青少年发展基金会,534,青海省青少年发展基金会,1037,45.70000076
武汉闻一多基金会,535,湖北省刘道玉教育基金会,811,41.79999924
比亚迪慈善基金会,537,中南大学教育基金会,76,42.70000076
比亚迪慈善基金会,537,深圳市绿色低碳发展基金会,793,48.70000076
比亚迪慈善基金会,537,深圳市警察基金会,796,42.70000076
永州市教育基金会,538,东安县教育基金会,61,42.70000076
永恒慈善基金会,539,中华健康快车基金会,65,30.70000076
江苏七彩凤凰母语发展基金会,541,南京市中小学幼儿教师奖励基金会,334,48.70000076
江苏中南慈善基金会,542,中国下一代教育基金会,79,55.90000153
江苏中南慈善基金会,542,南通市老区扶贫基金会,346,30.70000076
江苏中南慈善基金会,542,海门市美德基金会,757,30.70000076
江苏中大公益基金会,543,江苏经贸职业技术学院教育发展基金会,674,32.79999924
江苏华夏慈善基金会,546,江苏省青少年发展基金会,672,52.90000153
江苏国信企业发展研究基金会,547,江苏省扶贫基金会,668,42.70000076
江苏国信企业发展研究基金会,547,盐城师范学院教育发展基金会,869,33.70000076
江苏宏大青少年人才发展基金会,548,江苏省青少年发展基金会,672,52
江苏宏德文化出版基金会,549,南京大学教育发展基金会,331,47.79999924
江苏汝立公益基金会,550,泗阳林中凤凰教育基金会,717,42.70000076
江苏汝立公益基金会,550,洪泽县爱心助学基金会,721,42.70000076
江苏沙钢公益基金会,551,苏州大学教育发展基金会,902,51.70000076
江苏海澜教育发展基金会,552,中国文学艺术基金会,106,48.70000076
江苏海澜教育发展基金会,552,北京水墨公益基金会,285,42.70000076
江苏省儿童少年福利基金会,553,中国妇女发展基金会,98,30.70000076
江苏省儿童少年福利基金会,553,扬州市翔宇妇女儿童基金会,603,40.90000153
江苏省关心下一代基金会,554,苏州农业职业技术学院教育发展基金会,901,36.70000076
江苏省扶贫基金会,555,盐城市扶贫基金会,867,36.70000076
江苏省残疾人福利基金会,556,东台市阳光助残基金会,60,47.79999924
江苏省残疾人福利基金会,556,扬州市残疾人福利基金会,601,47.79999924
江苏省见义勇为基金会,557,南京市见义勇为基金会,337,29.79999924
江苏省青少年发展基金会,558,四川省青少年发展基金会,405,51.70000076
江苏省青少年发展基金会,558,苏州市青少年发展基金会,909,30.70000076
江苏省青少年发展基金会,558,青海省青少年发展基金会,1037,36.70000076
江苏言恭达文化基金会,559,中国友好和平发展基金会,92,51.70000076
江苏言恭达文化基金会,559,北京语言大学教育基金会,314,51.70000076
江苏远东慈善基金会,560,中国社会福利基金会,114,51.70000076
江苏远东慈善基金会,560,北京阳光未来艺术教育基金会,317,51.70000076
江苏远东慈善基金会,560,宁夏吴忠慈善基金会,429,53.79999924
江苏远东慈善基金会,560,无锡市见义勇为基金会,618,45.70000076
江苏远东慈善基金会,560,爱佑慈善基金会,857,55.90000153
江苏邦德爱心基金会,561,中国老龄事业发展基金会,120,42.70000076
江苏长江平民教育基金会,562,上海同济大学教育发展基金会,11,33.70000076
江苏长江平民教育基金会,562,北京市中国人民大学教育基金会,239,33.70000076
江苏长江平民教育基金会,562,南京大报恩文化发展基金会,332,42.70000076
江苏长江平民教育基金会,562,安徽省儿童少年基金会,449,42.70000076
江苏长江平民教育基金会,562,安徽省潜山县野寨中学教育发展基金会,451,39.70000076
江苏长江平民教育基金会,562,江苏国泰国际集团企业发展研究基金会,660,30.70000076
江苏长江平民教育基金会,562,江苏省扶贫基金会,668,42.70000076
江苏长江平民教育基金会,562,海门文明村爱心基金会,758,39.70000076
江苏陶欣伯助学基金会,563,南京农业大学教育发展基金会,328,27.70000076
江苏陶欣伯助学基金会,563,南京理工大学教育发展基金会,339,26.79999924
江苏陶欣伯助学基金会,563,南通大学教育发展基金会,344,27.70000076
江苏陶欣伯助学基金会,563,扬州大学教育发展基金会,600,27.70000076
江苏陶欣伯助学基金会,563,江苏大学教育发展基金会,661,27.70000076
江苏陶欣伯助学基金会,563,江苏师范大学教育发展基金会,662,29.79999924
江苏陶欣伯助学基金会,563,江苏科技大学教育发展基金会,673,29.79999924
江苏陶欣伯助学基金会,563,江苏经贸职业技术学院教育发展基金会,674,29.79999924
江苏陶欣伯助学基金会,563,淮阴工学院教育发展基金会,763,24.70000076
江苏陶欣伯助学基金会,563,盐城工学院教育发展基金会,866,26.79999924
江苏陶欣伯助学基金会,563,盐城师范学院教育发展基金会,869,26.79999924
江西省上栗县长平人民教育奖励基金会,564,安徽省儿童少年基金会,449,48.70000076
江西省青少年发展基金会,567,南昌市青少年发展基金会,343,36.70000076
江西省青少年发展基金会,567,广东省青年创业就业基金会,546,33.70000076
河仁慈善基金会,571,中国扶贫基金会,102,29.79999924
河仁慈善基金会,571,新疆维吾尔自治区资助教育基金会,613,27.70000076
河仁慈善基金会,571,江西省革命老区爱心基金会,683,30.70000076
河仁慈善基金会,571,福建富闽基金会,875,30.70000076
河仁慈善基金会,571,福建师范大学附属福清德旺中学奖教助学基金会,876,39.70000076
河仁慈善基金会,571,西北农林科技大学教育发展基金会,914,31
河仁慈善基金会,571,重庆市妇女儿童基金会,975,26.79999924
河北省摩诃佛缘慈善基金会,572,北京市光明慈善基金会,245,45.70000076
河北省残疾人创业基金会,573,中华社会救助基金会,73,39.70000076
河北省青少年发展基金会,576,安徽省青少年发展基金会,453,44.79999924
河北省青少年发展基金会,576,江西省青少年发展基金会,682,50.79999924
河北省青少年发展基金会,576,河南省青少年发展基金会,713,39.70000076
河北石家庄二中教育发展基金会,577,中国志愿服务基金会,101,45.70000076
河南省光彩事业基金会,579,云南省光彩事业基金会,145,48.70000076
河南省光彩事业基金会,579,河南省教育发展基金会,708,45.70000076
河南省公安民警英烈基金会,580,西藏自治区公安民警英烈基金会,919,30.70000076
河南省关心下一代基金会,581,河南省本源人文公益基金会,709,50.79999924
河南省天慈公益基金会,583,中华少年儿童慈善救助基金会,69,48.70000076
河南省心连心公益基金会,585,河南省关心下一代基金会,702,51.70000076
河南省残疾人福利基金会,586,河南省张清丰敬老助老基金会,707,27.70000076
河南省羚锐老区扶贫帮困基金会,587,北京市于若木慈善基金会,241,45.70000076
泛海公益基金会,589,上海复旦大学教育发展基金会,12,55.90000153
泛海公益基金会,589,中华文学基金会,71,41.79999924
泛海公益基金会,589,中国光彩事业基金会,85,47.79999924
泛海公益基金会,589,中国西部人才开发基金会,124,54.09999847
泛海公益基金会,589,济南大学教育发展基金会,722,35.79999924
波司登公益基金会,590,中国妇女发展基金会,98,51.70000076
波司登公益基金会,590,常熟市慈善基金会,490,42.70000076
波司登公益基金会,590,德州市见义勇为基金会,586,30.70000076
波司登公益基金会,590,江苏光彩事业基金会,659,38.79999924
波司登公益基金会,590,江苏省关心下一代基金会,666,41.79999924
波司登公益基金会,590,苏州市慈善基金会,907,45.70000076
泰安市教育基金会,591,山东省教育基金会,469,48.70000076
泰州市残疾人福利基金会,592,泰州市残疾人福利基金会,719,48.70000076
浙江仁泽公益基金会,595,杭州市残疾人福利基金会,633,53.79999924
浙江华汇建设美好生活基金会,596,天津大学北洋教育发展基金会,415,39.70000076
浙江华汇建设美好生活基金会,596,浙江大学教育基金会,731,45.70000076
浙江圣奥慈善基金会,597,台州市老年事业发展基金会,356,43.90000153
浙江大学教育基金会,598,浙江省阳光教育基金会,746,24.70000076
浙江大学教育基金会,598,贵州大学教育发展基金会,923,26.79999924
浙江大学教育基金会,598,雅安市教育基金会,1023,24.70000076
浙江天景生公益基金会,599,嘉兴市铭德教育基金会,385,48.70000076
浙江富通感恩慈善基金会,600,天津大学北洋教育发展基金会,415,48.70000076
浙江富通感恩慈善基金会,600,浙江科技学院教育基金会,749,27.70000076
浙江敦和慈善基金会,601,上海交通大学教育发展基金会,4,33.70000076
浙江敦和慈善基金会,601,上海仁德基金会,5,32.79999924
浙江敦和慈善基金会,601,上海真爱梦想公益基金会,47,45.09999847
浙江敦和慈善基金会,601,上海联劝公益基金会,50,48.09999847
浙江敦和慈善基金会,601,中华少年儿童慈善救助基金会,69,37
浙江敦和慈善基金会,601,中华社会救助基金会,73,46.90000153
浙江敦和慈善基金会,601,中国儿童少年基金会,83,39.70000076
浙江敦和慈善基金会,601,中国农业大学教育基金会,87,24.70000076
浙江敦和慈善基金会,601,中国发展研究基金会,93,50.79999924
浙江敦和慈善基金会,601,中国扶贫基金会,102,43
浙江敦和慈善基金会,601,中国社会福利基金会,114,30.70000076
浙江敦和慈善基金会,601,中国青少年发展基金会,126,45.09999847
浙江敦和慈善基金会,601,北京修远经济与社会研究基金会,207,35.79999924
浙江敦和慈善基金会,601,北京大学教育基金会,228,30.70000076
浙江敦和慈善基金会,601,北京尚善公益基金会,234,51.09999847
浙江敦和慈善基金会,601,北京市仁爱慈善基金会,242,45.70000076
浙江敦和慈善基金会,601,北京市企业家环保基金会,243,31.89999962
浙江敦和慈善基金会,601,北京市永源公益基金会,254,51.09999847
浙江敦和慈善基金会,601,北京市西部阳光农村发展基金会,257,56.5
浙江敦和慈善基金会,601,北京市银杏公益基金会,258,35.79999924
浙江敦和慈善基金会,601,北京春苗儿童救助基金会,277,49
浙江敦和慈善基金会,601,北京永真公益基金会,287,40.90000153
浙江敦和慈善基金会,601,北京爱它动物保护公益基金会,289,39.70000076
浙江敦和慈善基金会,601,北京真容公益基金会,297,36.70000076
浙江敦和慈善基金会,601,华民慈善基金会,325,30.70000076
浙江敦和慈善基金会,601,南都公益基金会,347,50.79999924
浙江敦和慈善基金会,601,广东省千禾社区公益基金会,501,38.79999924
浙江敦和慈善基金会,601,广东省希贤教育基金会,516,45.70000076
浙江敦和慈善基金会,601,广东省绿芽乡村妇女发展基金会,537,39.70000076
浙江敦和慈善基金会,601,广东省蓝态幸福文化公益基金会,540,39.70000076
浙江敦和慈善基金会,601,广东省财新公益基金会,542,36.70000076
浙江敦和慈善基金会,601,成都市锦江区社会组织发展基金会,596,27.70000076
浙江敦和慈善基金会,601,招商局慈善基金会,604,33.70000076
浙江敦和慈善基金会,601,新疆维吾尔自治区青少年发展基金会,615,24.70000076
浙江敦和慈善基金会,601,无锡灵山慈善基金会,619,34.90000153
浙江敦和慈善基金会,601,杭州市上城区教育发展基金会,629,39.70000076
浙江敦和慈善基金会,601,浙江省爱心事业基金会,744,38.79999924
浙江敦和慈善基金会,601,浙江省青少年发展基金会,747,36.70000076
浙江敦和慈善基金会,601,深圳壹基金公益基金会,764,52
浙江敦和慈善基金会,601,深圳市博雅文化研究基金会,776,30.70000076
浙江敦和慈善基金会,601,深圳市慈缘慈善基金会,781,34.90000153
浙江敦和慈善基金会,601,深圳市红树林湿地保护基金会,792,39.70000076
浙江敦和慈善基金会,601,深圳市龙越慈善基金会,801,43.90000153
浙江敦和慈善基金会,601,清华大学教育基金会,802,30.70000076
浙江敦和慈善基金会,601,爱德基金会,858,30.70000076
浙江敦和慈善基金会,601,福建省同心慈善基金会,881,46
浙江敦和慈善基金会,601,福建省正荣公益基金会,884,41.79999924
浙江敦和慈善基金会,601,绍兴市上虞区人民教育基金会,894,27.70000076
浙江敦和慈善基金会,601,陕西纯山教育基金会,1018,39.70000076
浙江树人大学暨王宽诚教育基金会,602,西安交通大学教育基金会,916,51.70000076
浙江正泰公益基金会,603,乐清市社会组织发展基金会,135,27.70000076
浙江正泰公益基金会,603,浙江省爱心事业基金会,744,44.79999924
浙江正泰公益基金会,603,温州医科大学教育发展基金会,803,30.70000076
浙江永强慈善基金会,604,浙江永强慈善基金会,734,51.70000076
浙江湖畔大学创业研究基金会,606,杭州师范大学教育基金会,637,48.70000076
浙江省三立慈善基金会,607,上海宋庆龄基金会,15,48.70000076
浙江省关心桥教育公益基金会,608,浙江大学教育基金会,731,42.70000076
浙江省发展侨务事业基金会,610,浙江农林大学教育基金会,727,33.70000076
浙江省发展侨务事业基金会,610,浙江大学教育基金会,731,53.79999924
浙江省发展侨务事业基金会,610,温州大学教育发展基金会,804,33.70000076
浙江省吴定酒慈善基金会,611,上海宋庆龄基金会,15,42.70000076
浙江省妇女儿童基金会,612,中国妇女发展基金会,98,51.70000076
浙江省娃哈哈慈善基金会,613,中国扶贫基金会,102,53.79999924
浙江省娃哈哈慈善基金会,613,北京中央音乐学院教育基金会,197,51.70000076
浙江省娃哈哈慈善基金会,613,杭州市送温暖工程基金会,636,51.70000076
浙江省实方慈善基金会,614,上海市慈善基金会,24,36.70000076
浙江省寅幸慈善基金会,615,深圳壹基金公益基金会,764,45.70000076
浙江省广东商会慈善基金会,616,浙江省广东商会慈善基金会,739,51.70000076
浙江省康恩贝慈善救助基金会,617,浙江省残疾人福利基金会,743,51.70000076
浙江省康恩贝慈善救助基金会,617,重庆市红十字基金会,984,51.70000076
浙江省微笑明天慈善基金会,618,浙江省革命老区发展基金会,748,51.70000076
浙江省扶贫基金会,619,兰溪市教育基金会,162,36.70000076
浙江省扶贫基金会,619,武义县教育基金会,643,43.90000153
浙江省扶贫基金会,619,温州市人民教育基金会,805,39.70000076
浙江省扶贫基金会,619,衢州市孔子教育基金会,913,45.70000076
浙江省新华爱心教育基金会,620,安徽省潜山县野寨中学教育发展基金会,451,29.79999924
浙江省李书福资助教育基金会,621,华润慈善基金会,326,45.70000076
浙江省李书福资助教育基金会,621,浙江大学教育基金会,731,39.70000076
浙江省杭州宋都公益基金会,622,浙江科技学院教育基金会,749,27.70000076
浙江省残疾人福利基金会,623,杭州市残疾人福利基金会,633,46.90000153
浙江省网易慈善基金会,624,上海思麦公益基金会,36,42.70000076
浙江省网易慈善基金会,624,中华社会救助基金会,73,47.79999924
浙江省网易慈善基金会,624,中国扶贫基金会,102,53.79999924
浙江省网易慈善基金会,624,中国敦煌石窟保护研究基金会,105,51.70000076
浙江省网易慈善基金会,624,中国绿化基金会,118,42.70000076
浙江省网易慈善基金会,624,北京市西部阳光农村发展基金会,257,52.90000153
浙江省网易慈善基金会,624,深圳市龙越慈善基金会,801,36.70000076
浙江省网易慈善基金会,624,贵州省青少年发展基金会,936,44.79999924
浙江省老年事业发展基金会,625,杭州市老龄事业发展基金会,634,38.79999924
浙江省青少年发展基金会,626,四川省青少年发展基金会,405,24.70000076
浙江省青少年发展基金会,626,新疆生产建设兵团青少年发展基金会,610,31.89999962
浙江省青少年发展基金会,626,新疆维吾尔自治区青少年发展基金会,615,38.79999924
浙江省青少年发展基金会,626,浙江大学教育基金会,731,30.70000076
浙江省青少年发展基金会,626,甘肃省青少年发展基金会,864,36.70000076
浙江省青少年发展基金会,626,贵州省青少年发展基金会,936,41.79999924
浙江省青少年发展基金会,626,青海省青少年发展基金会,1037,24.70000076
浙江省革命老区发展基金会,627,浙江省微笑明天慈善基金会,740,47.79999924
浙江萤火虫慈善基金会,628,厦门市红十字基金会,352,47.79999924
浙江西子慈善基金会,629,海南成美慈善基金会,751,45.70000076
浙江西子慈善基金会,629,缙云县人民教育基金会,897,51.70000076
浙江青田之家公益基金会,630,青田县人民教育基金会,1039,42.70000076
